PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
Dave Stallworth,522,20.1,9.3,3.6,8.2,43.8,-,-,-,2.1,2.9,73.2,1.1,1.7,4.7,1.7,0.6,0.1,-,43.8,49.1
Brent Barry,912,25.9,9.3,3.2,6.9,46,1.5,3.8,40.5,1.4,1.7,82.3,0.5,2.6,3,3.2,1,0.3,1.4,57,60.7
Cedi Osman,476,22.7,9.3,3.4,7.8,43.2,1.5,4.2,35.7,1.1,1.5,71.1,0.5,2.5,3,2,0.7,0.1,1,52.9,55
Kenny Thomas,632,27.4,9.3,3.7,7.9,46.5,0.1,0.4,24.4,1.9,2.7,69.9,2.3,4.6,6.9,1.5,0.8,0.4,1.7,47.1,51.4
Antoine Carr,987,20,9.3,3.7,7.4,50.3,0,0,13,1.9,2.4,78,1.2,2.3,3.4,1.1,0.4,0.9,1.2,50.3,55.1
Ron Williams,516,22.2,9.3,3.6,8.2,44.1,-,-,-,2.1,2.5,83.3,0.2,0.8,1.9,3.5,0.6,0,-,44.1,50.1
Butch Beard,605,23.6,9.3,3.6,7.4,48.7,-,-,-,2.1,2.7,77.1,1.2,2.5,3.4,3.6,1.3,0.1,1.9,48.7,54
John Salmons,895,26.4,9.3,3.4,7.8,43.1,0.8,2.2,36.6,1.7,2.2,79.9,0.5,2.4,2.9,2.4,0.8,0.3,1.3,48.3,52.9
Jodie Meeks,539,22.5,9.3,3.1,7.4,42,1.4,3.9,37.3,1.6,1.9,87.9,0.3,1.8,2.1,1.1,0.8,0.1,0.8,51.7,56.5
Steven Adams,706,26.8,9.2,3.8,6.5,58.7,0,0,6.7,1.5,2.9,53.6,3.7,4.5,8.2,1.5,0.9,1,1.5,58.7,59.1
Howard Porter,457,18.7,9.2,4,8.6,46.9,-,-,-,1.2,1.5,80.2,1.4,3.1,4.1,0.5,0.4,0.6,0.9,46.9,50
Chris Ford,794,27.8,9.2,4,8.7,46,0.2,0.4,37.5,1.1,1.5,73.1,1.1,1.8,3,3.4,1.6,0.3,1.8,46.9,49.4
Kermit Washington,507,25.3,9.2,3.5,6.7,52.6,0,0,0,2.2,3.3,65.6,3,5.3,8.3,1.4,0.8,1.1,2,52.6,56.5
Si Green,504,26.1,9.2,3.4,8.9,38.7,-,-,-,2.3,3.4,67.6,-,-,4.3,3.3,-,-,-,38.7,44.2
Darrell Armstrong,840,23.7,9.2,3.2,7.7,40.9,1.1,3.3,33.4,1.7,2,87.1,0.8,1.9,2.7,4,1.3,0.1,1.9,48,53.2
Tyrone Corbin,"1,065",26,9.2,3.7,8.1,45.6,0.2,0.6,29.9,1.6,2.1,79.1,1.6,3.1,4.7,1.8,1.2,0.3,1.2,46.8,51.1
Matt Geiger,552,22.1,9.2,3.7,7.4,49.9,0,0.1,23.2,1.7,2.4,72.8,2.1,3.6,5.7,0.7,0.6,0.6,1.3,50.1,54.2
John Tresvant,559,22,9.2,3.4,7.6,45.1,-,-,-,2.3,3.3,69.3,-,-,6.3,1.4,-,-,-,45.1,50.5
Ivica Zubac,504,21.4,9.2,3.7,6,61.2,0,0,8.3,1.8,2.4,73.9,2.5,5,7.4,1.2,0.3,1,1.1,61.2,64.6
Buck Johnson,505,23.5,9.1,3.8,7.8,48.8,0,0.1,11.3,1.5,2.1,73.8,1.2,2.3,3.5,1.7,0.8,0.5,1.3,48.8,52.5
Vinny Del Negro,771,24.9,9.1,3.7,7.8,47.5,0.3,0.9,35.9,1.4,1.7,84,0.4,2,2.3,3.2,0.7,0.1,1.1,49.5,53.4
Bob Ferry,634,20.2,9.1,3.5,8.1,43.3,-,-,-,2.1,3.2,66.4,-,-,5.3,1.4,-,-,-,43.3,48
Jerry Reynolds,443,18.9,9.1,3.2,7.7,41.8,0.1,0.3,22.6,2.6,3.5,74.9,1.1,1.9,3,2,1.1,0.6,1.6,42.2,49.4
Andy Phillip,701,32.2,9.1,3.3,9,36.8,-,-,-,2.5,3.6,69.5,-,-,4.4,5.4,-,-,-,36.8,43
Tony Delk,545,21.5,9.1,3.4,8.4,40.8,0.9,2.5,34.3,1.4,1.8,76.9,0.6,1.8,2.5,1.9,0.8,0.1,1.1,45.9,49.4
George Johnson,464,21.3,9.1,3.7,7.9,46.3,0,0.2,18.9,1.7,2.2,77.9,1.8,3.8,5.6,1.8,0.9,0.6,1.9,46.5,51
Kent Benson,680,23.1,9.1,3.8,7.7,49.3,0,0.1,20.6,1.5,2,75.7,1.8,3.9,5.7,1.8,0.9,0.9,1.6,49.4,53.1
Anthony Parker,494,27.8,9.1,3.4,7.6,44.4,1.2,3,40.4,1.1,1.4,79.4,0.5,2.7,3.2,2.3,0.9,0.2,1,52.3,55.2
P.J. Brown,"1,089",31.1,9.1,3.5,7.7,46,0,0.1,13.6,2,2.5,79.4,2.8,5,7.7,1.5,0.8,1,1.2,46.1,51.6
Alvin Williams,460,27.4,9,3.6,8.6,42.1,0.5,1.4,31.3,1.4,1.8,76,0.5,1.9,2.5,4.1,1.2,0.2,1.4,44.8,48.3
Rick Roberson,423,24.5,9,3.5,8,44,-,-,-,2,3.5,58.5,2.3,4.3,8.3,1.4,0.6,0.5,-,44,47.6
George McCloud,766,22.8,9,3.2,8,40.2,1.2,3.4,35.8,1.4,1.7,81,0.9,2.2,3.1,2.3,0.8,0.2,1.4,47.7,51.5
Rory Sparrow,836,27,9,3.9,8.4,46.6,0.1,0.5,26,1.1,1.4,79.7,0.5,1.6,2.1,5,1,0.1,1.8,47.3,50.2
Zaid Abdul-Aziz,505,21.8,9,3.5,8.2,42.8,-,-,-,2,2.8,72.8,2.4,5.4,8,1.2,0.6,1,0.7,42.8,47.9
Nick Weatherspoon,453,21.4,9,3.8,8.3,45.5,0,0,0,1.5,2.1,71.3,1.7,3.2,4.9,0.9,0.8,0.3,1.8,45.5,49
Ben McLemore,556,22.5,9,3.2,7.7,41.4,1.6,4.3,36.3,1.1,1.4,78,0.4,1.9,2.3,1,0.6,0.2,1.1,51.6,54.3
Tracy Murray,659,18.4,9,3.3,7.7,43,1.1,2.9,38.8,1.3,1.5,82.9,0.8,1.7,2.5,0.8,0.5,0.2,0.9,50.4,53.9
Rod Higgins,779,22.1,9,3.2,6.8,46.5,0.5,1.3,34.2,2.2,2.7,80.8,1.2,2.4,3.6,1.6,0.6,0.5,1,49.8,56
Bobby Simmons,466,24.7,9,3.3,7.6,43.7,0.8,2,39.6,1.5,1.8,82.3,1.2,2.6,3.8,1.5,0.8,0.2,1.1,49,53.3
Troy Hudson,517,21.8,9,3.3,8.3,40.1,0.9,2.6,33.9,1.5,1.7,85.8,0.4,1.3,1.7,3.4,0.5,0.1,1.6,45.3,49.7
Greivis Vasquez,401,23.7,9,3.4,8.2,41.8,1,2.9,34.9,1.1,1.3,81.7,0.3,2.2,2.5,4.8,0.6,0.1,1.9,48,50.9
Doug McDermott,655,20.2,8.9,3.4,7.1,47.1,1.4,3.5,41,0.8,1,80.6,0.4,1.8,2.2,1,0.2,0.1,0.7,57.2,59.2
Slick Watts,437,26.3,8.9,3.7,8.9,41.3,-,-,-,1.6,2.7,59.7,1,2.2,3.2,6.1,2.2,0.3,1.8,41.3,44.4
Gerald Henderson,871,21.6,8.9,3.5,7.5,47.2,0.2,0.7,33.2,1.6,2.1,77.6,0.6,1.1,1.7,3.6,1.1,0.1,1.8,48.7,53
J.J. Barea,831,19.6,8.9,3.4,8,42.4,1,2.8,35.2,1.1,1.4,79.4,0.3,1.8,2.1,3.9,0.4,0,1.5,48.5,51.5
Robert Pack,552,20.8,8.9,3.2,7.4,42.5,0.2,0.7,29.2,2.4,3.1,78.7,0.5,1.5,2,4.6,1.1,0.1,2.4,43.9,50.9
DeMarre Carroll,578,23.7,8.9,3.1,7.3,43,1.1,3.2,35.8,1.5,2.1,74.1,1.1,3.1,4.2,1.3,0.9,0.3,0.9,50.8,54.5
Bruce Brown,416,25.1,8.9,3.5,7.2,48.1,0.6,1.8,33.7,1.3,1.7,76.4,1,3.2,4.2,2.5,0.9,0.5,1.1,52.4,55.6
Bob Gross,513,24.5,8.9,3.6,7.1,51.2,0,0.1,17.9,1.7,2.1,79.8,1.8,2.6,4.4,2.9,1.2,0.7,2.1,51.2,55.7
Alvin Attles,711,25.1,8.9,3.5,7.8,45.1,-,-,-,1.9,3,63.2,-,-,3.5,3.5,-,-,-,45.1,48.9
Reggie King,438,25.9,8.9,3.5,6.7,51.4,0,0,0,2,2.9,69.9,1.9,4.2,6.2,1.6,0.8,0.3,1.5,51.4,55.8
Derrick Williams,428,20.7,8.9,3.1,7.2,43.4,0.6,2,30,2.1,3,71,0.8,3.1,4,0.7,0.5,0.3,0.9,47.5,52.6
Mario Chalmers,646,26.7,8.9,3,7.2,41.7,1.2,3.3,35.1,1.7,2.2,79.3,0.3,2.1,2.5,3.7,1.5,0.2,1.9,49.8,54.6
Earl Boykins,652,19.9,8.9,3.2,7.6,41.7,0.6,1.7,34.8,1.9,2.2,87.6,0.4,0.9,1.3,3.2,0.6,0.1,1.2,45.5,51.6
Darrell Walker,720,25.8,8.9,3.4,7.9,43.5,0,0.1,5.9,2,2.8,71.3,1.5,2.9,4.4,4.5,1.5,0.3,2,43.5,48.6
Jason Thompson,588,25.2,8.9,3.6,7.2,49.6,0,0.1,14.3,1.7,2.5,65.7,2.1,4.4,6.6,1.1,0.5,0.7,1.3,49.7,53
Michael Cooper,873,27.1,8.9,3.5,7.4,46.9,0.5,1.4,34,1.5,1.8,83.3,0.8,2.3,3.2,4.2,1.2,0.6,1.6,50.2,54.4
Jose Calderon,895,26.4,8.9,3.4,7.2,47.2,1,2.5,40.7,1,1.2,87.3,0.3,2.1,2.4,5.8,0.8,0.1,1.5,54.3,57.3
Patty Mills,892,20.2,8.8,3.2,7.5,42.4,1.7,4.4,38.6,0.8,1,85.6,0.3,1.4,1.6,2.2,0.6,0.1,0.9,53.9,56.2
Mccoy McLemore,580,21.1,8.8,3.4,8.5,39.4,-,-,-,2.1,2.8,77.1,-,-,5.5,1.3,-,-,-,39.4,45.4
Geoff Huston,496,24.7,8.8,3.7,7.7,48.3,0,0.1,25.4,1.4,2,70.8,0.4,1,1.4,5.1,0.7,0.1,1.8,48.5,51.7
Joe Ellis,524,19.8,8.8,3.7,9.3,39.8,-,-,-,1.4,1.9,72.7,0.7,1.7,5.1,1.4,0.7,0.2,-,39.8,43.4
James Bailey,595,19.5,8.8,3.4,7.1,48.4,0,0,7.7,1.9,2.8,70.3,1.7,3.3,5,0.8,0.5,0.9,1.8,48.4,53
Jim Barnes,454,20.8,8.8,3.4,7.9,42.9,-,-,-,2,2.9,68.4,-,-,6.5,0.8,-,-,-,42.9,47.7
DeAndre Jordan,"1,055",25.8,8.8,3.6,5.3,67.4,0,0,15.4,1.7,3.5,47.5,2.9,7,10,0.9,0.5,1.5,1.3,67.4,64.4
Frank Kaminsky,413,19.8,8.8,3.2,7.3,43,1,3,34.9,1.4,1.9,74.6,0.7,3.1,3.8,1.6,0.4,0.4,0.8,50.1,53.7
Bryn Forbes,431,19.9,8.8,3.2,7.2,43.6,1.7,4.1,41,0.8,0.9,82.6,0.2,1.5,1.7,1.2,0.4,0,0.7,55.1,57.2
Joakim Noah,672,27.7,8.8,3.3,6.8,49.1,0,0,0,2.1,2.9,70,3.2,5.8,9,2.8,0.8,1.3,1.7,49.1,54
Channing Frye,890,22.2,8.7,3.3,7.5,44,1.2,3,38.8,1,1.2,82.2,0.9,3.6,4.5,1,0.5,0.6,0.9,51.9,54.7
Tom Hawkins,764,24.2,8.7,3.6,8.1,44.7,-,-,-,1.5,2.6,57,-,-,6,1.1,-,-,-,44.7,47.3
John Bagley,665,25.7,8.7,3.5,8.1,43.7,0.2,0.7,24.1,1.5,1.9,77.9,0.6,2,2.6,6,1.1,0.1,2.3,44.8,48.8
John Battle,612,17.8,8.7,3.4,7.2,46.4,0.1,0.4,27.3,1.9,2.4,79.3,0.3,1.1,1.3,2.1,0.4,0.1,1.1,47.1,52.6
Martell Webster,580,24,8.7,2.9,7,41.8,1.4,3.6,38.2,1.5,1.9,79.1,0.6,2.5,3.1,1,0.5,0.3,0.9,51.5,55.6
Dave Robisch,508,20.8,8.7,3.3,7.3,45.7,0,0,0,2,2.5,81.4,1.6,3.6,5.2,1.6,0.4,0.4,1,45.7,51.8
Darnell Valentine,620,23.2,8.7,3.2,7.4,43.7,0.1,0.3,26.1,2.2,2.8,78.7,0.6,1.6,2.1,5,1.5,0.1,2,44.2,50.7
Willie Cauley-Stein,422,22,8.7,3.7,6.8,54.4,0,0.1,18.8,1.3,2.2,61.2,1.6,4.2,5.9,1.4,0.8,0.8,0.9,54.5,56.4
Linas Kleiza,409,20,8.7,3.1,7.1,43.5,0.9,2.8,33.5,1.6,2,76.3,0.9,2.6,3.6,0.8,0.4,0.2,1,50.2,54.3
Don Adams,487,25.5,8.7,3.5,8.6,40.2,-,-,-,1.8,2.4,73.9,1.4,3.3,5.6,1.8,1.1,0.2,-,40.2,45
Sam Mitchell,994,22.4,8.7,3.2,7.2,44.7,0.1,0.3,22.3,2.1,2.7,78.4,1.3,2.5,3.7,1.1,0.6,0.3,0.8,45.1,51.4
Odie Spears,479,22.9,8.7,3.1,8.5,36.6,-,-,-,2.5,3.2,76.3,-,-,4,1.9,-,-,-,36.6,43.8
Garfield Heard,787,24.9,8.7,3.6,8.7,41.4,0,0,0,1.4,2.2,65.4,2.3,5.7,7.5,1.6,1.3,1.3,1.2,41.4,44.7
Brandon Bass,758,21.6,8.7,3.4,6.8,49.9,0,0.1,20.7,1.9,2.3,83.2,1.5,3,4.5,0.8,0.4,0.6,0.9,50,55.8
Draymond Green,813,28.7,8.7,3.2,7.1,45.2,0.8,2.5,31.9,1.4,2,71.3,1.1,5.9,7,5.6,1.3,1,2.3,50.9,54.2
Spencer Hawes,684,22.7,8.7,3.6,7.8,45.7,0.5,1.5,35,1,1.4,71.6,1.4,4.2,5.7,1.9,0.4,1,1.4,49,51.4
Tristan Thompson,779,25.8,8.7,3.5,6.7,52.1,0,0.1,25.6,1.7,2.8,59.7,3.2,4.9,8.1,1,0.5,0.7,1.1,52.2,54.6
Joe Bryant,606,21.2,8.7,3.5,7.7,45,0,0.2,20,1.7,2.3,74.3,1.4,2.7,4,1.7,0.9,0.3,2,45.3,49.9
Corey Brewer,819,22.9,8.7,3.3,7.7,42.5,0.6,2.2,28.4,1.5,2.1,71.3,0.7,2,2.8,1.5,1.2,0.3,1.2,46.5,50.2
Danny Green,832,25.1,8.7,3.1,7.3,42.1,1.9,4.7,40,0.6,0.8,80.5,0.6,2.8,3.4,1.5,1,0.8,1,55.1,56.8
Gary Trent,506,19.5,8.6,3.5,7.1,50.1,0,0.1,8,1.5,2.4,64.3,1.7,2.8,4.5,1,0.4,0.3,1.2,50.1,53.1
Shane Battier,977,30.7,8.6,3.1,7,43.7,1.3,3.3,38.4,1.2,1.6,74.3,1.3,2.9,4.2,1.8,1,0.9,0.9,52.9,55.9
Bob Sura,657,23.7,8.6,2.9,7,41.4,0.6,2,32.5,2.1,3.1,68.9,0.9,2.5,3.4,3.8,1,0.2,1.9,46,51.2
Taj Gibson,965,23.5,8.6,3.6,6.9,51.7,0.1,0.2,26.3,1.4,2,71.3,2.2,3.7,5.8,1,0.5,1,1.1,52.1,55.4
Richaun Holmes,458,19.3,8.6,3.5,5.9,60.3,0.1,0.4,27.4,1.4,1.9,74.5,1.7,3.6,5.3,1,0.5,0.9,0.8,61.2,64.1
Boris Diaw,"1,064",27,8.6,3.6,7.2,49.3,0.4,1.3,33.6,1,1.4,71.7,1.2,3.2,4.4,3.5,0.6,0.5,1.8,52.4,54.7
James Posey,864,26.9,8.6,2.9,7,41,1.2,3.4,34.9,1.6,2,82,0.9,3.8,4.7,1.6,1.1,0.3,1.1,49.5,54.2
Craig Ehlo,873,24.1,8.6,3.4,7.5,45.3,0.7,1.9,36.9,1.1,1.5,68.9,1.1,2.5,3.6,2.8,1.1,0.3,1.4,50,52.3
Eric Williams,658,23.9,8.6,2.8,6.8,41.5,0.3,1,31.8,2.6,3.5,73.6,1.1,2.2,3.3,1.4,0.8,0.2,1.2,44,51.3
James Donaldson,957,27.4,8.6,3.2,5.7,57.1,0,0,0,2.1,2.8,73.2,2.2,5.7,7.8,0.8,0.4,1.3,1.5,57.1,61.8
John Barnhill,426,23.6,8.6,3.5,8.4,41.6,-,-,-,1.6,2.4,65.1,-,-,2.8,2.8,-,-,-,41.6,45.2
Mario Elie,732,25.5,8.6,2.9,6.1,47.3,0.8,2.1,36.5,2,2.3,85.4,0.7,2,2.8,2.6,0.9,0.2,1.3,53.7,59.8
Henry Bibby,675,22.9,8.6,3.2,7.5,42.4,0.1,0.2,29.3,2.1,2.7,78.2,0.7,1.7,2.3,3.3,0.9,0.1,1.8,42.8,49.1
Lance Stephenson,554,22.9,8.6,3.4,7.7,44.5,0.7,2.1,31.4,1.1,1.5,69.4,0.6,3.4,4.1,2.9,0.6,0.1,1.6,48.9,51.3
Craig Hodges,695,21.7,8.5,3.4,7.4,46.1,0.8,2,40,0.9,1.1,82.8,0.4,0.9,1.3,2.5,0.8,0,1.2,51.5,54.2
Dave Corzine,891,23.3,8.5,3.5,7.2,48.4,0,0.1,18.9,1.6,2.1,74.7,2,3.9,5.9,1.7,0.4,1,1.5,48.5,52.6
Billy Paultz,637,21.4,8.5,3.6,7.3,49.1,0,0,0,1.4,2.1,64.3,1.6,4,5.6,1.6,0.4,1.1,1.2,49.1,51.8
Jamaal Tinsley,547,26.4,8.5,3.2,8.2,39.3,0.7,2.4,29.9,1.3,1.9,71.6,0.6,2.3,2.9,6.1,1.4,0.3,2.5,43.7,47.1
Tyronn Lue,554,22.7,8.5,3.2,7.3,43.7,0.8,2.1,39.1,1.3,1.6,82.9,0.2,1.5,1.7,3.1,0.5,0,1.2,49.4,53.3
Lindsey Hunter,937,24.8,8.5,3.2,8.2,38.8,1.1,3.2,36,1,1.3,74.6,0.5,1.7,2.2,2.7,1.2,0.2,1.2,45.8,48.4
Austin Rivers,707,23.8,8.5,3.1,7.5,41.9,1.1,3.2,34.9,1.1,1.7,65.3,0.3,1.7,2,2.1,0.7,0.2,1,49.3,51.6
Walt Wesley,590,17.5,8.5,3.4,7.8,43.4,-,-,-,1.7,2.7,63,1,1.4,5.5,0.7,0.2,0.3,-,43.4,47.1
Travis Outlaw,622,20.9,8.5,3.2,7.6,42.3,0.6,1.6,33.7,1.5,2,74.4,0.8,2.4,3.2,0.8,0.5,0.6,0.8,46,50
Charlie Criss,418,21.4,8.5,3.1,7.3,43.2,0,0.3,17.9,2.1,2.5,83.1,0.3,1.1,1.4,3.2,0.9,0.1,1.5,43.5,50.3
J.R. Reid,672,22.9,8.5,3.2,6.8,47.2,0,0.1,13.5,2,2.8,71.6,1.5,3.5,5,1,0.8,0.4,1.4,47.2,52.4
Juan Dixon,436,19.5,8.4,3.2,7.8,41.3,0.8,2.2,34.1,1.3,1.5,83.3,0.4,1.5,1.9,1.8,0.8,0.1,1.3,46.1,49.9
Rod Hundley,431,22.2,8.4,3.2,9.2,34.7,-,-,-,2,2.8,72.1,-,-,3.3,3.4,-,-,-,34.7,40.2
Michael Kidd-Gilchrist,446,24.6,8.4,3.3,6.9,47.4,0.1,0.2,27.2,1.8,2.5,71.5,1.6,3.8,5.4,1.2,0.7,0.7,0.9,47.8,52.4
Robin Lopez,992,21.1,8.4,3.5,6.5,53.7,0.1,0.2,29.7,1.3,1.8,74.3,2.2,2.5,4.7,0.8,0.2,1.1,1.1,54.1,57.4
Steve Hawes,688,23,8.4,3.4,7,48.3,0,0.1,29.8,1.6,2,79,1.8,4.4,6.2,1.9,0.8,0.5,1.6,48.5,53
Mason Plumlee,786,22.3,8.4,3.3,5.6,59.4,0,0.1,4.3,1.8,3.1,57.3,2.1,4.7,6.8,2.4,0.7,0.8,1.4,59.4,60.6
Don Chaney,742,23.5,8.4,3.4,7.7,43.8,0,0,16.7,1.6,2.1,77.6,1.5,1.8,3.9,2.1,1.2,0.5,0.9,43.8,48.5
Jerryd Bayless,586,21.3,8.4,2.9,7.1,41.1,0.9,2.4,36.1,1.7,2,81.8,0.3,1.8,2.1,2.9,0.6,0.1,1.4,47.1,52.2
Stromile Swift,547,19.8,8.4,3.1,6.6,47.3,0,0,7.4,2.1,3,69.9,1.6,3,4.6,0.5,0.6,1.2,1.3,47.3,52.7
Dorell Wright,549,22.4,8.4,3,7.1,42.4,1.1,3.1,36.5,1.2,1.5,80.6,0.7,3.1,3.8,1.5,0.8,0.5,0.9,50.3,53.8
Beno Udrih,831,21.9,8.4,3.3,7.1,46.3,0.6,1.6,34.9,1.2,1.5,83.3,0.4,1.7,2.1,3.4,0.7,0.1,1.4,50.2,53.9
Avery Johnson,"1,054",25.3,8.4,3.4,7.2,47.9,0,0.2,14.5,1.5,2.1,70.6,0.4,1.3,1.7,5.5,1,0.1,1.7,48.1,51.7
Earl Lloyd,560,26.2,8.4,3.2,8.8,35.6,-,-,-,2.1,2.7,75,-,-,6.4,1.4,-,-,-,35.6,41.6
Tim McCormick,483,21.5,8.3,3.2,6,53.5,0,0,6.3,1.9,2.8,70.3,1.6,3.3,4.9,1,0.3,0.4,1.3,53.5,57.9
Jakob Poeltl,538,21.6,8.3,3.7,5.8,63.1,0,0,50,1,1.8,53.8,2.6,4.1,6.7,1.7,0.6,1.3,1.1,63.2,62.9
Derek Fisher,"1,287",25.4,8.3,2.9,7.2,39.9,1,2.6,37.4,1.6,1.9,81.7,0.3,1.7,2.1,3,1.1,0.1,1.1,46.6,51.4
Jarvis Hayes,427,23.2,8.3,3.3,7.9,41.5,0.9,2.6,35.6,0.9,1.1,79.8,0.6,2.5,3.1,1.1,0.7,0.1,0.9,47.4,49.8
Mickael Pietrus,557,21.4,8.3,2.9,6.9,42.5,1.2,3.4,35.5,1.3,1.9,66.5,0.8,2.3,3.1,0.8,0.7,0.4,1,51.4,54
Jim Cleamons,652,26.1,8.3,3.4,7.5,46.1,0,0,22.6,1.4,1.8,76.5,1.1,2.3,3,3.9,1,0.2,1.5,46.1,50.1
Kevin Kunnert,555,21.8,8.3,3.6,7.7,47.6,0,0,0,1,1.5,68.2,2.5,4.8,7.3,1.4,0.5,1.1,1.5,47.6,49.9
Willie Green,731,20.2,8.3,3.3,7.8,42.5,0.7,2,34.6,1,1.3,76.5,0.3,1.5,1.8,1.4,0.5,0.1,1,47.1,49.8
Patrick Beverley,666,26.6,8.3,2.9,7,41.3,1.5,3.9,37.1,1,1.4,76,1,3.1,4.1,3.4,1.1,0.5,1.2,51.7,54.4
Frank Johnson,596,21.6,8.3,3.3,7.4,43.9,0.1,0.4,21.8,1.7,2.2,76,0.5,1.2,1.7,4.2,1,0.1,1.8,44.5,49.3
Michael Olowokandi,500,26.3,8.3,3.6,8.2,43.5,0,0,0,1.1,1.9,59.7,1.9,4.9,6.8,0.7,0.5,1.4,1.8,43.5,45.7
Charlie Share,596,21.9,8.3,2.6,6.6,40,-,-,-,3,4.4,69.3,-,-,8.4,1.4,-,-,-,40,48.8
Mel Counts,789,17.4,8.3,3.4,7.8,43.5,-,-,-,1.5,2,76.4,1.2,3.3,6,1.4,0.6,0.5,-,43.5,47.9
Dorian Finney-Smith,528,27.8,8.3,3,7,43.5,1.5,4.2,35.5,0.7,1,72.3,1.5,3.1,4.6,1.4,0.8,0.5,0.9,54.3,55.9
Trent Tucker,756,20.7,8.2,3.4,7.4,46.1,0.8,1.9,40.8,0.6,0.8,75.4,0.7,1.3,2,2,0.9,0.1,0.8,51.2,52.8
Quinn Buckner,719,22.6,8.2,3.5,7.7,46.1,0,0.1,18.4,1.2,1.8,65.7,0.8,1.9,2.7,4.3,1.9,0.1,2.2,46.1,48.7
Mike O'Koren,407,21.6,8.2,3.6,7.3,49,0.1,0.3,27.1,1,1.6,65.1,1.2,2.2,3.4,2.1,0.8,0.2,1.3,49.5,51.7
Kent Bazemore,657,20.6,8.2,2.9,7.1,41.3,1.1,3,35.6,1.3,1.8,72.4,0.4,2.8,3.2,1.8,1,0.5,1.4,48.8,52.1
Otto Moore,682,24.8,8.2,3.4,7.6,45.3,-,-,-,1.4,2.3,60.9,1.8,5.5,8.2,1.6,0.7,1.2,-,45.3,48.1
Danny Fortson,440,20.1,8.2,2.7,5.8,47.2,0,0,16.7,2.8,3.5,78.5,2.7,4.5,7.2,0.7,0.4,0.2,1.5,47.2,56.2
Larry Steele,610,24.2,8.2,3.3,6.9,48.3,0,0,0,1.6,2,79.6,0.9,1.9,2.9,2.8,1.8,0.2,1.3,48.3,53.1
Chris Wilcox,628,19.9,8.2,3.3,6.2,54.1,0,0,0,1.5,2.3,64.3,1.5,3.4,4.9,0.7,0.5,0.4,1.1,54.1,56.8
Tyson Chandler,"1,160",27.3,8.2,3.1,5.1,59.7,0,0,0,2.1,3.2,64.4,3,6,9,0.8,0.5,1.2,1.4,59.7,62.6
Brad Davis,961,23.2,8.2,3.1,6.1,51,0.3,0.9,32.1,1.7,2.1,82.8,0.3,1.5,1.8,4.9,0.8,0.2,1.4,53.4,58.7
Matt Barnes,929,23.6,8.2,3,6.9,43.6,1.1,3.2,33.5,1.1,1.5,74.5,1.1,3.5,4.6,1.8,0.8,0.5,1.3,51.3,54.2
Mark Blount,605,23.1,8.2,3.3,6.6,50.4,0.1,0.2,35.9,1.4,2,72.3,1.5,3.1,4.6,0.8,0.5,0.8,1.5,50.8,54.5
Larry Krystkowiak,420,21.7,8.2,3.1,6.7,45.7,0,0.1,13.9,2,2.5,79.5,1.5,3.4,4.9,1.2,0.6,0.1,1.2,45.8,52
Hubert Davis,685,22.1,8.2,3.1,6.7,45.8,1.1,2.4,44.1,0.9,1.1,83.7,0.3,1.2,1.5,1.7,0.4,0.1,0.9,53.7,56.6
Charlie Johnson,521,19.1,8.1,3.7,8.7,42.9,-,-,-,0.7,0.9,75.6,0.9,1.7,2.5,1.9,1.2,0.1,1,42.9,44.9
Dwight Jones,766,21.5,8.1,3.2,6.8,47.1,0,0,50,1.7,2.3,74,1.9,4,5.9,1.2,0.6,0.5,1.6,47.2,52
Joe Meriweather,669,22.1,8.1,3.2,6.3,51.1,0,0,33.3,1.6,2.4,68.7,1.9,3.7,5.6,0.9,0.5,1.2,1.4,51.1,55
Eddie Jordan,420,20.3,8.1,3.2,7.8,41.4,0.1,0.2,22.4,1.7,2.2,76.3,0.5,1.4,1.9,3.8,1.8,0.2,2.1,41.8,46.7
Carlos Delfino,507,22.8,8.1,2.9,7.2,40.1,1.3,3.7,36.5,1,1.3,75.8,0.6,3,3.6,1.7,0.9,0.2,1,49.4,52
Shawn Bradley,832,23.5,8.1,3.3,7.1,45.7,0,0,10.3,1.6,2.2,71.6,2.1,4.2,6.3,0.7,0.6,2.5,1.3,45.7,50
Tony Allen,820,22,8.1,3.2,6.6,47.5,0.2,0.5,28.2,1.6,2.3,70.9,1.2,2.3,3.5,1.3,1.4,0.4,1.4,48.7,52.9
Tom McMillen,729,20.3,8.1,3.3,6.9,48.3,0,0,13,1.5,1.8,80.6,1.3,2.7,4,1.1,0.3,0.3,1.1,48.3,52.8
Joe Ingles,704,24.7,8.1,2.9,6.4,44.8,1.7,4.2,41,0.7,0.8,77.4,0.3,2.8,3.1,3.6,0.9,0.1,1.5,58.4,60
Langston Galloway,452,21.8,8.1,2.9,7.3,39.7,1.4,3.8,36.8,0.9,1.1,81.6,0.5,2,2.4,1.6,0.7,0.1,0.6,49.4,52.1
Jack McMahon,524,27.2,8.1,3.1,9.1,33.7,-,-,-,1.9,3,63.7,-,-,2.7,3.7,-,-,-,33.7,38.6
